subst relation Ntrain Ntest topv P1 P1w
tail 313 10388 257 2364077 0.16778975741239893 7.204489511194105e-05
tail 193 412626 7275 1863949 0.20490953066457276 0.0024905760080474867
tail 139 146870 366 1045931 0.00017702730305712536 1.082495207844848e-07
tail 199 8278 1552 1837152 0.3446484658129983 0.0008936608045566873
tail 163 6228 1972 2403982 0.027296082209377008 8.993150720481479e-05
tail 97 21854 1548 1603420 0.02493822641164089 6.449724495185827e-05
tail 5 168715 719 1204017 0.11593515692143555 0.00013926715010703018
tail 355 32359 1301 1232743 0.01335022713928119 2.90182083963973e-05
tail 487 7108 275 68419 0.02124366910523354 9.760383136949597e-06
tail 259 89527 604 825943 0.03858053994884225 3.893228411175257e-05
tail 150 173742 1693 249831 7.482358899978128e-05 2.116411622500467e-07
tail 241 25394 150 1021665 0.00043317319051744505 1.0855690999245963e-07
tail 197 113406 3723 2256648 0.02764403999788371 0.0001719488172313786
tail 35 79779 3044 293048 0.040085736848042716 0.00020386335311822548
tail 319 887 1183 1388788 0.009019165727170236 1.7826076080151953e-05
tail 212 24395 153 2424831 0.023652387784382046 6.046040687152724e-06
tail 94 11512 401 117432 0.09077484364141765 6.081553422261805e-05
tail 87 954 1372 919177 0.027253668763102725 6.247175815768781e-05
tail 298 8963 349 435641 0.1921231730447395 0.0001120236764820808
tail 39 3641 474 810204 0.0027464982147761604 2.175015251709401e-06
tail 154 173563 1693 1445264 7.490075649764063e-05 2.1185943324123011e-07
tail 391 45775 403 1407363 0.3503877662479519 0.00023591666730364338
tail 194 30054 288 1562758 0.030212284554468623 1.4537197748009689e-05
tail 488 16782 1407 1964338 0.11345489214634728 0.000266699357021819
tail 15 1800 404 171928 0.0033333333333333335 2.2499079709672766e-06
tail 383 79861 2062 2473783 0.00679931380774095 2.3423856049710443e-05
tail 58 2692 19 2068265 0.03789004457652303 1.2027721432778224e-06
tail 421 21 7 1730548 0.23809523809523808 2.7845395680288073e-06
tail 417 9811 724 373017 0.06615023952706146 8.001559356235476e-05
tail 520 3 361 99903 1.0 0.0006031312704350397
tail 254 25210 464 1018607 0.4024990083300278 0.0003120235970767896
tail 104 1611 353 287631 0.9062693978895097 0.0005344864069164569
tail 374 11716 154 2445134 0.7098839194264254 0.0001826470672811636
tail 51 31215 702 1249166 0.09748518340541407 0.00011433530882593342
tail 304 944 119 320968 0.4311440677966102 8.571839294385968e-05
tail 357 582 290 824587 0.16151202749140894 7.825417383965495e-05
tail 294 33170 902 351259 0.17769068435333132 0.0002677785844738053
tail 101 103 8 498931 0.4563106796116505 6.098952684925234e-06
tail 0 912 1174 544071 0.05921052631578947 0.0001161372831939173
tail 160 510 7 235680 0.6392156862745098 7.475669757931458e-06
tail 514 14726 407 1412772 0.1062067092217846 7.221892270608182e-05
tail 214 842 4 2354368 0.0011876484560570072 7.936929885117741e-09
tail 464 5934 192 801237 0.13734411863835524 4.4057103296779356e-05
tail 279 14397 73 1045931 0.001944849621448913 2.3719936974581716e-07
tail 446 535 220 2459142 0.022429906542056073 8.244319020107722e-06
tail 27 2231 919 992747 0.03585835948005379 5.5056750078389404e-05
tail 20 118537 45 1368738 0.8391641428414757 6.309051551495281e-05
tail 416 9159 341 633708 0.10339556720165957 5.890619122730683e-05
tail 427 1903 85 419968 0.0010509721492380452 1.492501502569303e-07
tail 529 3966 114 1168532 0.7453353504790721 0.0001419584390003963
tail 121 152 132 1128962 0.18421052631578946 4.062496675039923e-05
tail 463 14 8 1688327 0.35714285714285715 4.773496402335099e-06
tail 261 23046 999 321567 0.06556452312765773 0.00010943066513939696
tail 451 6 50 1117785 0.3333333333333333 2.7845395680288073e-05
tail 127 4068 150 2400502 0.1084070796460177 2.71677422455908e-05
tail 264 676 78 508511 0.28550295857988167 3.720573253589261e-05
tail 202 93406 179 1834499 0.0014988330514099737 4.4824033728969395e-07
tail 147 20 51 1825716 0.05 4.260345539084076e-06
tail 9 1853 11 143338 0.07987048030221262 1.4678565839452453e-06
tail 263 76268 343 889269 0.06926889390045629 3.9695110640098556e-05
tail 275 26666 386 1317123 0.01586289657241431 1.0229971910041425e-05
tail 390 7886 164 713130 0.001141262997717474 3.127045703076734e-07
tail 123 1062 232 721092 0.19962335216572505 7.737558989487508e-05
tail 277 295 460 2347193 0.006779661016949152 5.210392683226786e-06
tail 283 3254 74 2260186 0.12661339889366932 1.5653664846354447e-05
tail 429 4245 397 2349599 0.07561837455830389 5.015595320577911e-05
tail 477 4180 165 630877 0.0028708133971291866 7.913954561766085e-07
tail 2 7997 212 890970 0.07740402650994123 2.7415997881701967e-05
tail 110 1377 287 9425 0.2737835875090777 0.00013127860423579478
tail 219 289 66 2243075 0.1522491349480969 1.678817212226088e-05
tail 336 2389 175 1547059 0.01297614064462118 3.7939205918517243e-06
tail 323 15180 331 1164586 0.002042160737812912 1.1293344074127904e-06
tail 138 6956 197 788494 0.10149511213341 3.340534780338551e-05
tail 177 41151 449 2216452 0.009647396175062575 7.237042088209362e-06
tail 215 55770 759 1640432 0.059225389994620764 7.510249222849012e-05
tail 267 2150 53 1603202 0.0027906976744186047 2.4711169747902165e-07
tail 262 2673 30 2152761 0.5469509913954358 2.741412019163715e-05
tail 300 4735 191 33775 0.3807814149947202 0.00012151048506789246
tail 508 84 17 1922585 0.16666666666666666 4.7337172656489724e-06
tail 324 1418 27 2172226 0.0021156558533145277 9.543626446135407e-08
tail 373 686 13 1225913 0.6472303206997084 1.405745981340724e-05
tail 61 29948 120 2473597 0.02527714705489515 5.067735562169164e-06
tail 74 143 66 2500030 0.013986013986013986 1.5422065299851858e-06
tail 250 1512569 275 2086501 0.844282145145114 0.0003879046115565738
tail 308 34076 172 2093160 0.7531400399107877 0.0002164256985123132
tail 72 24534 164 2089384 0.39100839651096436 0.0001071357897892017
tail 112 92 11 880733 0.3804347826086957 6.991615654507116e-06
tail 247 841 141 657263 0.04518430439952437 1.0644159100236636e-05
tail 268 2862 29 1144854 0.009433962264150943 4.570847970160496e-07
tail 412 273 4 1390223 0.24175824175824176 1.6156449361749566e-06
tail 105 26968 730 829939 0.6101676060516167 0.0007441776988749016
tail 65 1739 140 138472 0.07130534790109258 1.667841526198278e-05
tail 96 215 80 1594959 0.009302325581395349 1.2433292954919327e-06
tail 420 1902 109 2436395 0.0010515247108307045 1.914919955300568e-07
tail 433 1124 153 1730955 0.06227758007117438 1.5919440626470746e-05
tail 93 717 201 1936397 0.012552301255230125 4.2152569695097175e-06
tail 280 16723 556 1730548 0.4997309095258028 0.0004642112357781251
tail 92 528 42 1177281 0.00946969696969697 6.644923969159655e-07
tail 414 2827 67 1154674 0.025114962858153518 2.811331034689714e-06
tail 347 1108 3 138540 0.16606498194945848 8.323461235840623e-07
tail 447 1294 48 1340411 0.07032457496136012 5.639660973639798e-06
tail 511 12856 231 1964338 0.08089607965152458 3.122080518776793e-05
tail 21 3463 80 226487 0.2650880739243431 3.5431115081034187e-05
tail 44 2407 63 222543 0.10303282093892813 1.0844780941640737e-05
tail 238 478 3 2257311 0.200836820083682 1.0066285300321716e-06
tail 222 250 35 381707 0.008 4.678026474288397e-07
tail 23 1915 28 1575273 0.05117493472584857 2.3939769946750023e-06
tail 472 23 6 1847982 0.08695652173913043 8.716819517307572e-07
tail 141 18 128 1031435 0.2222222222222222 4.752280862769165e-05
tail 251 22 13 1675855 0.09090909090909091 1.9744916936931547e-06
tail 26 856 15 957252 0.7476635514018691 1.8737088682063006e-05
tail 288 607 20 1705907 0.11037891268533773 3.6882533981798374e-06
tail 522 41606 128 2054495 0.09479402009325578 2.0271951341736084e-05
tail 88 7 39 988615 0.7142857142857143 4.654158992276722e-05
tail 239 27772 41 889269 0.19047961976091027 1.304779173793248e-05
tail 431 9805 202 1628265 0.003671596124426313 1.2391130079778985e-06
tail 213 12 1 2363688 0.08333333333333333 1.3922697840144037e-07
tail 52 1156 105 272721 0.157439446366782 2.7618971182541792e-05
tail 37 1544 12 1056465 0.036917098445595854 7.401392737817505e-07
tail 271 4025 19 1629552 0.44944099378881985 1.4266943029970407e-05
tail 66 22260 80 1912116 0.03796046720575023 5.07371630185303e-06
tail 320 2765 98 2468357 0.49547920433996384 8.112526923765954e-05
tail 500 475 13 2317712 0.029473684210526315 6.401509912184122e-07
tail 89 8837 128 2487308 0.17449360642752065 3.731591819254864e-05
tail 207 1392 10 1935153 0.05890804597701149 9.841907093894923e-07
tail 62 12932 3 1912116 0.06534178781317662 3.2750422850075913e-07
tail 84 728 16 678460 0.30631868131868134 8.188382290159439e-06
tail 393 664 35 2252986 0.016566265060240965 9.687178316485762e-07
tail 171 91 19 65232 0.06593406593406594 2.0929945764084663e-06
tail 430 2560 20 243848 0.04765625 1.5924085654664744e-06
tail 29 1005 39 1215229 0.1154228855721393 7.520750451201389e-06
tail 376 2557 47 500643 0.009385999217833398 7.370263510527559e-07
tail 441 463 23 2403982 0.04535637149028078 1.7428932328612278e-06
tail 345 20284 138 2409022 0.46287714454742657 0.00010672089715783973
tail 489 631 16 1054489 0.009508716323296355 2.5418300969644904e-07
tail 81 5 9 2079665 0.2 3.0073027334711126e-06
tail 284 2957 29 869138 0.4487656408522151 2.1743138896811487e-05
tail 505 2758 24 425488 0.2824510514865845 1.1325544256098606e-05
tail 266 481 14 2392828 0.5322245322245323 1.24488022600606e-05
tail 428 3891 112 1730548 0.5101516319712156 9.54601136105111e-05
tail 70 49 8 174643 0.061224489795918366 8.183136689717312e-07
tail 142 349 3 816485 0.008595988538681949 4.3084566382107626e-08
tail 415 3742 31 156263 0.046499198289684664 2.408306749857946e-06
tail 99 5981 10 2125975 0.0005015883631499749 8.380155864323447e-09
tail 444 1106 102 499434 0.15009041591320071 2.557748135580313e-05
tail 497 79 1 1963215 0.22784810126582278 3.806712320849509e-07
tail 130 331 37 410612 0.256797583081571 1.5874399289638555e-05
tail 225 49794 125 1208894 0.3985620757520986 8.323589026855602e-05
tail 291 426 75 2482607 0.002347417840375587 2.9414150366501495e-07
tail 50 6067 13 2274606 0.017636393604746992 3.8305203947203607e-07
tail 220 14 7 1366186 0.14285714285714285 1.6707237408172846e-06
tail 270 919 10 2432232 0.13710554951033732 2.2906549656472017e-06
tail 132 3738 5 595439 0.0005350454788657035 4.469565919789419e-09
tail 126 5856 153 2457835 0.025614754098360656 6.547662201461182e-06
tail 527 232 15 1215229 0.11637931034482758 2.9165651509956908e-06
tail 413 40345 44 1123709 0.013285413310199529 9.766352386524932e-07
tail 350 2156 3 199859 0.075139146567718 3.7661026810630814e-07
tail 137 9 3 530239 0.1111111111111111 5.569079136057615e-07
tail 450 902 4 1812983 0.008869179600886918 5.927179568309657e-08
tail 46 3688 56 307631 0.002982646420824295 2.7905797840115166e-07
tail 394 50122 17 2241371 0.25920753361797216 7.362091063642089e-06
tail 485 75 24 1937320 0.04 1.6038947911845931e-06
tail 155 254 34 1707892 0.011811023622047244 6.70920557336075e-07
tail 388 357 16 2424022 0.06162464985994398 1.6473242486489754e-06
tail 344 113 4 411277 0.46017699115044247 3.0753144963716388e-06
tail 327 5114 27 1226765 0.01994524833789597 8.997209976947206e-07
tail 19 245 4 2411154 0.7836734693877551 5.23720748141908e-06
tail 333 4549 110 1087169 0.41349747197186193 7.599240475104514e-05
tail 506 3020 23 2091249 0.9609271523178808 3.6925207551188905e-05
tail 419 1850 67 1546136 0.001081081081081081 1.210145844700087e-07
tail 370 63 2 1939128 0.047619047619047616 1.591165467445033e-07
tail 507 1397 25 2431339 0.02863278453829635 1.1959368223459446e-06
tail 14 656 23 246664 0.006097560975609756 2.3430881730974116e-07
tail 402 17 28 1588304 0.17647058823529413 8.255340836979525e-06
tail 149 7 14 873389 0.2857142857142857 6.682894963269138e-06
tail 302 8814 26 1241233 0.30848649875198547 1.3400288646850139e-05
tail 325 526 82 1044821 0.19771863117870722 2.7087323311197347e-05
tail 273 1139 22 351259 0.1791044776119403 6.583150262324823e-06
tail 534 579 3 1020272 0.018998272884283247 9.522259662689187e-08
tail 335 437 36 1105368 0.19908466819221968 1.1974157336933032e-05
tail 341 96 1 596020 0.0625 1.0442023380108029e-07
tail 381 80 2 1950926 0.0375 1.2530428056129634e-07
tail 77 1904 3 1220149 0.8371848739495799 4.1961139330820665e-06
tail 409 663 4 2269281 0.004524886877828055 3.023934372519972e-08
tail 285 912 7 2468894 0.01206140350877193 1.4105891232777514e-07
tail 439 207 24 1986806 0.024154589371980676 9.685355019230635e-07
tail 330 72 25 959116 0.027777777777777776 1.1602248200120033e-06
tail 7 347 12 2436451 0.037463976945244955 7.511034684942259e-07
tail 365 23 9 1155831 0.2608695652173913 3.922568782788407e-06
tail 38 24 4 144882 0.125 8.353618704086423e-07
tail 140 6 4 2357220 0.16666666666666666 1.113815827211523e-06
tail 384 590 14 295843 0.49830508474576274 1.1655421893566008e-05
tail 455 53 4 1493516 0.11320754716981132 7.565541467851856e-07
tail 244 300 5 612903 0.02 1.6707237408172847e-07
tail 32 156 2 1511476 0.01282051282051282 4.283907027736627e-08
tail 240 41241 12 1009514 0.9466792754782861 1.8979674485775346e-05
tail 192 295 6 2452307 0.006779661016949152 6.796164369426243e-08
tail 64 4 5 802013 0.25 2.088404676021606e-06
tail 118 104 5 2360232 0.17307692307692307 1.4458186218611118e-06
tail 392 805 2 2265795 0.04596273291925466 1.535820581620858e-07
tail 157 306 16 2216939 0.08823529411764706 2.3586688105655784e-06
tail 395 205 8 1763684 0.01951219512195122 2.607959010056249e-07
tail 128 99 5 2360232 0.1717171717171717 1.4344597774693857e-06
tail 493 52 5 271251 0.038461538461538464 3.2129302708024706e-07
tail 176 19 2 835603 0.15789473684210525 5.275969707844056e-07
tail 521 64 3 2070125 0.046875 2.3494552605243064e-07
tail 471 156 12 369229 0.10256410256410256 2.0562753733135814e-06
tail 161 48 4 2419632 0.041666666666666664 2.7845395680288073e-07
tail 100 43 24 2405944 0.18604651162790697 7.459975772951596e-06
tail 224 20 2 944230 0.45 1.5036513667355563e-06
tail 203 1065 8 1182750 0.004694835680751174 6.275018744853651e-08
tail 306 1186 18 595188 0.045531197301854974 1.3692609410408099e-06
tail 482 59 7 1182328 0.03389830508474576 3.9644292154986417e-07
tail 231 382 15 963638 0.3612565445026178 9.053398281392092e-06
tail 523 325 6 1739338 0.03076923076923077 3.084413059970372e-07
tail 82 34 2 410484 0.17647058823529413 5.896672026413946e-07
tail 190 48 4 931263 0.08333333333333333 5.569079136057615e-07
tail 530 22906 8 852177 0.35003929101545445 4.678551629746961e-06
tail 79 1705 19 2204743 0.04398826979472141 1.3963526866068216e-06
tail 191 3 2 624957 0.3333333333333333 1.113815827211523e-06
tail 230 2 1 572226 0.5 8.353618704086423e-07
tail 181 72 3 1251059 0.375 1.8795642084194452e-06
tail 184 87 1 1719663 0.04597701149425287 7.681488463527746e-08
tail 245 291 16 370756 0.020618556701030927 5.51166594908795e-07
tail 498 12 2 2369211 0.16666666666666666 5.569079136057615e-07
tail 114 75 3 1350978 0.37333333333333335 1.8712105897153589e-06
tail 524 9 3 958565 0.1111111111111111 5.569079136057615e-07
tail 533 512 23 264125 0.017578125 6.754683874007381e-07
tail 434 161 2 1627168 0.024844720496894408 8.301732873626259e-08
tail 144 18 6 2061818 0.1111111111111111 1.113815827211523e-06
tail 189 32 1 61097 0.0625 1.0442023380108029e-07
tail 312 69 8 452662 0.028985507246376812 3.8741420076922544e-07
tail 185 486 1 2030324 0.5185185185185185 8.663011989422956e-07
tail 255 35 3 2402153 0.08571428571428572 4.2961467621015884e-07
tail 329 5 5 216533 1.0 8.353618704086424e-06
tail 206 6381 14 1160052 0.025074439742986992 5.864944647282115e-07
tail 258 183 1 70030 0.09836065573770492 1.6433348270333947e-07
tail 297 32 16 1830748 0.0625 1.6707237408172846e-06
tail 242 231 3 1560876 0.017316017316017316 8.679084367881999e-08
tail 480 290 13 1363476 0.05862068965517241 1.2732067128297238e-06
tail 172 13744 1 1088395 0.06140861466821886 1.025968304168938e-07
tail 124 378 9 758957 0.21957671957671956 3.301668344948443e-06
tail 340 140 3 203138 0.02142857142857143 1.0740366905253971e-07
tail 525 87 2 2453771 0.19540229885057472 6.529265193998584e-07
tail 371 1 2 1936069 1.0 3.341447481634569e-06
tail 503 151 6 2284950 0.059602649006622516 5.97477364265784e-07
tail 490 287 1 1534777 0.18118466898954705 3.027095279529575e-07
tail 410 117 7 2471926 0.05128205128205128 5.997469838831278e-07
tail 33 205 10 30410 0.00975609756097561 1.6299743812851559e-07
tail 205 124 2 2265733 0.008064516129032258 2.6947157109956202e-08
tail 408 330 1 1077974 0.05757575757575758 9.619318507735882e-08
tail 491 3292 8 417723 0.3298906439854192 4.40924904623954e-06
tail 397 220 4 2405574 0.06363636363636363 4.252751340262179e-07
tail 532 358 8 2363792 0.00558659217877095 7.46692174666943e-08
tail 83 26 2 1130130 0.038461538461538464 1.2851721083209884e-07
tail 200 241 7 1933087 0.4605809128630705 5.386524259813402e-06
tail 442 2263 4 1225913 0.5824127264692885 3.8922030762654545e-06
tail 151 40 5 963578 0.1 8.353618704086423e-07
tail 299 1986 6 1976430 0.12638469284994966 1.2669234409218685e-06
tail 115 173 7 491339 0.011560693641618497 1.3520307729157218e-07
tail 295 4643 4 614799 0.015507215162610381 1.0363309010453973e-07
tail 182 168 4 846692 0.011904761904761904 7.955827337225165e-08
tail 49 16 1 2130628 0.3125 5.221011690054015e-07
tail 162 1 3 805632 1.0 5.012171222451854e-06
tail 69 22 4 735619 0.045454545454545456 3.0376795287586993e-07
tail 276 676 7 2484048 0.0621301775147929 7.266165381660971e-07
tail 272 1009 6 2260892 0.003964321110009911 3.973971236830013e-08
tail 169 174 5 2406590 0.6436781609195402 5.377041924469422e-06
tail 237 422 3 1950966 0.14454976303317535 7.245081624871163e-07
tail 353 46 1 2296535 0.08695652173913043 1.4528032528845953e-07
tail 135 8029 2 808270 0.00024909702329057166 8.323446211569483e-10
tail 204 124 2 1298387 0.008064516129032258 2.6947157109956202e-08
tail 108 32 2 2432232 0.09375 3.132607014032409e-07
tail 16 2 1 2337511 0.5 8.353618704086423e-07
tail 367 67 2 1118190 0.014925373134328358 4.987235047215775e-08
tail 496 246 2 1464580 0.04878048780487805 1.6299743812851559e-07
tail 510 1637 2 426271 0.2889431887599267 9.65488490417319e-07
tail 290 498 3 1282673 0.10040160642570281 5.032300424148447e-07
tail 269 1486 2 2092855 0.04104979811574697 1.3716574453547022e-07
tail 453 52 2 653500 0.19230769230769232 6.425860541604941e-07
tail 301 2611 4 1577096 0.7372654155495979 4.927067332168936e-06
tail 226 13 3 1607665 0.6153846153846154 3.0844130599703716e-06
tail 492 1301 1 418773 0.5065334358186011 8.462774367398852e-07
tail 253 56 1 957865 0.14285714285714285 2.3867482011675494e-07
tail 60 518 4 1550204 0.11776061776061776 7.869818393038947e-07
tail 400 673 3 1027389 0.017830609212481426 8.937006637358432e-08
tail 179 8 1 283730 0.5 8.353618704086423e-07
tail 389 49 3 462137 0.10204081632653061 5.11446043107332e-07
tail 40 484 2 259803 0.02066115702479339 6.903817110815226e-08
tail 465 5 1 2410101 0.2 3.3414474816345694e-07
tail 36 3615 3 2388957 0.27164591977869984 1.3615358618112644e-06
tail 246 148 2 1033943 0.08108108108108109 2.709281741865867e-07
tail 98 571 2 797281 0.04203152364273205 1.4044612882527087e-07
tail 314 36 1 1918251 0.1111111111111111 1.8563597120192051e-07
tail 217 3 1 945270 0.6666666666666666 1.113815827211523e-06
tail 57 622 1 657263 0.001607717041800643 2.686051030252869e-09
tail 47 620 1 2397388 0.00967741935483871 1.6168294265973723e-08
tail 401 361 3 2332496 0.14681440443213298 7.358589329361447e-07
tail 334 94 1 2275432 0.22340425531914893 3.7324679316130826e-07
tail 316 449 1 2406858 0.34521158129175944 5.767531844692185e-07
tail 6 15 1 910525 0.06666666666666667 1.1138158272115231e-07
tail 232 24 1 950493 0.041666666666666664 6.961348920072018e-08
tail 131 8 1 796830 0.125 2.0884046760216058e-07
tail 129 84 2 1127244 0.023809523809523808 7.955827337225165e-08
tail 398 122 1 2307032 0.13114754098360656 2.191113102711193e-07
tail 168 3 1 622553 0.3333333333333333 5.569079136057615e-07
tail 315 1 1 958470 1.0 1.6707237408172846e-06
tail 234 182 1 2015294 0.038461538461538464 6.425860541604942e-08
tail 437 174 1 1298572 0.05747126436781609 9.601860579409682e-08
tail 445 246 1 2484048 0.11788617886178862 1.96955237738623e-07
tail 407 38087 1 1258748 0.3409562317851235 5.696436710230067e-07
